fra;jour;P_f;P_h;P;pop_f;pop_h;pop;cl_age90
FR;2020-08-05;21;25;46;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-05;9;5;14;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-05;948;1013;1966;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-06;32;41;75;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-06;121;117;240;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-06;313;297;610;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-06;178;221;399;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-06;140;152;292;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-06;112;104;216;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-06;78;71;149;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-06;38;51;89;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-06;30;24;54;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-06;25;7;32;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-06;1067;1087;2165;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-07;56;45;102;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-07;146;108;254;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-07;345;307;653;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-07;217;228;448;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-07;159;144;303;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-07;140;90;230;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-07;78;67;145;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-07;38;43;81;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-07;36;28;64;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-07;12;9;21;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-07;1227;1071;2303;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-08;25;21;49;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-08;49;46;98;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-08;127;130;259;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-08;98;93;192;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-08;70;59;129;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-08;49;55;104;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-08;35;33;68;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-08;20;37;57;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-08;19;19;38;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-08;10;3;13;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-08;502;496;1007;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-09;6;9;15;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-09;29;21;50;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-09;50;65;115;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-09;28;40;68;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-09;16;30;46;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-09;22;25;47;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-09;26;14;40;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-09;11;29;40;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-09;10;6;16;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-09;3;1;4;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-09;201;240;441;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-10;65;46;111;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-10;156;147;304;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-10;428;442;870;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-10;246;273;519;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-10;171;171;342;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-10;157;181;338;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-10;94;89;183;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-10;49;48;98;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-10;32;20;52;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-10;15;6;21;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-10;1413;1423;2840;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-11;41;64;108;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-11;163;132;296;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-11;406;401;808;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-11;223;261;484;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-11;184;180;364;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-11;137;129;266;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-11;102;77;179;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-11;48;53;101;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-11;40;25;65;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-11;15;6;21;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-11;1360;1328;2695;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-12;53;52;107;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-12;161;136;299;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-12;453;491;944;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-12;206;305;511;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-12;186;200;386;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-12;141;152;293;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-12;101;90;191;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-12;48;48;96;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-12;24;28;52;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-12;13;2;15;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-12;1386;1504;2896;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-13;56;49;105;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-13;228;198;428;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-13;524;502;1026;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-13;327;350;677;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-13;262;245;509;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-13;192;201;393;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-13;96;95;191;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-13;63;51;114;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-13;43;28;71;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-13;25;6;31;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-13;1816;1726;3548;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-14;60;64;126;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-14;253;202;461;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-14;544;637;1183;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-14;291;380;671;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-14;248;257;505;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-14;215;230;445;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-14;103;127;230;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-14;74;95;169;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-14;34;35;69;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-14;17;8;25;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-14;1839;2035;3884;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-15;6;10;16;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-15;43;31;74;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-15;114;124;238;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-15;78;58;136;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-15;36;58;94;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-15;30;43;73;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-15;26;20;46;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-15;16;34;50;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-15;14;11;25;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-15;10;5;15;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-15;373;394;769;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-16;17;9;26;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-16;42;21;64;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-16;108;106;214;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-16;59;61;120;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-16;39;47;86;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-16;35;32;67;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-16;26;22;48;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-16;11;15;26;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-16;12;10;22;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-16;13;3;16;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-16;362;326;689;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-17;80;62;144;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-17;278;268;548;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-17;778;860;1640;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-17;452;515;967;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-17;313;335;648;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-17;259;256;516;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-17;167;153;320;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-17;59;72;131;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-17;39;42;82;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-17;24;4;28;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-17;2449;2567;5026;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-18;70;61;133;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-18;257;214;473;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-18;761;831;1593;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-18;418;472;891;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-18;289;341;630;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-18;246;251;498;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-18;140;138;279;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-18;52;73;125;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-18;44;29;73;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-18;29;8;37;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-18;2306;2418;4734;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-19;72;63;138;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-19;254;238;492;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-19;803;889;1694;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-19;390;458;850;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-19;292;322;614;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-19;273;250;523;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-19;151;149;300;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-19;71;66;137;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-19;41;36;77;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-19;19;8;27;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-19;2368;2480;4855;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-20;85;90;181;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-20;302;291;597;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-20;842;916;1759;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-20;415;483;898;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-20;311;297;608;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-20;277;255;532;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-20;148;169;319;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-20;67;73;140;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-20;35;34;70;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-20;25;9;34;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-20;2508;2617;5139;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-21;69;78;148;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-21;324;314;642;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-21;799;905;1706;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-21;447;510;957;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-21;308;305;616;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-21;270;252;522;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-21;136;158;294;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-21;66;73;139;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-21;52;22;74;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-21;27;7;34;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-21;2499;2627;5139;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-22;30;35;65;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-22;137;123;260;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-22;373;424;798;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-22;155;198;353;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-22;130;149;279;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-22;109;122;231;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-22;57;61;118;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-22;29;46;75;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-22;20;24;44;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-22;10;4;14;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-22;1051;1186;2239;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-23;8;11;19;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-23;65;39;104;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-23;176;189;366;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-23;78;116;194;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-23;54;63;117;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-23;27;42;69;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-23;32;39;71;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-23;16;25;41;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-23;10;7;17;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-23;6;2;8;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-23;472;533;1006;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-24;102;91;198;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-24;411;363;777;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-24;1163;1173;2338;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-24;603;626;1230;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-24;449;466;916;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-24;352;408;761;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-24;197;196;393;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-24;111;111;223;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-24;61;51;113;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-24;27;7;34;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-24;3478;3492;6986;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-25;89;99;194;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-25;415;425;847;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-25;1115;1161;2279;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-25;562;621;1185;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-25;408;419;827;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-25;369;335;705;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-25;220;209;429;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-25;97;102;199;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-25;56;41;97;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-25;22;11;33;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-25;3357;3426;6805;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-26;96;96;195;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-26;394;344;744;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-26;1141;1164;2309;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-26;567;649;1222;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-26;411;377;790;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-26;352;301;656;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-26;211;205;416;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-26;94;83;178;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-26;60;43;104;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-26;41;9;50;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-26;3368;3274;6683;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-27;116;128;245;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-27;478;399;879;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-27;1226;1336;2566;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-08-27;666;700;1367;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-08-27;465;401;867;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-08-27;372;335;709;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-08-27;190;210;400;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-08-27;103;99;202;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-08-27;79;41;120;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-08-27;42;12;54;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-08-27;3738;3661;7413;34692807.7476749;32422187.2523251;67114995;0
FR;2020-08-28;139;133;280;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-08-28;496;440;945;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-08-28;1206;1176;2387;3736780.48185837;3740006.70594574;7476787.18780411;29
